Region,Country,Target,Indicator Number,Indicator Name,Year,Value,Metadata
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2016,96.68,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2014,96.68,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2014,0.44,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2015,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data Magnitude NIL
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2016,8.14,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2017,0.65,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2021,97.32,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2016,76.73,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2015,96.77,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2015,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2015,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2021,0.87,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2014,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2016,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2020,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2015,7.83,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2013,7.49,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2020,8.37,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2013,76.25,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2014,7.64,
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2017,0.66,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2014,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2018,97.02,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2020,97.02,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2021,5.04,SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2013,0.22,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2016,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2014,7.69,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2014,0.40,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2013,96.53,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2013,0.31,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2021,79.09,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2019,97.08,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2017,76.87,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2013,7.50,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2016,76.44,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2018,7.60,
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2013,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data Magnitude NIL
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2016,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2018,0.75,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2015,0.30,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2018,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2018,7.72,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2020,1.08,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2016,0.12,SOURCE: OECD data
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2016,96.55,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2018,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2016,0.66,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2014,7.70,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2021,97.07,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2013,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2013,0.05,SOURCE: OECD data
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2018,11.05,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2013,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2019,96.97,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2020,97.17,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2017,7.85,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2018,77.58,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2020,1.03,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2017,8.03,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2015,7.83,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2019,7.86,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2016,0.69,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2018,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2017,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2017,7.98,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2013,76.15,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2014,96.59,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2014,11.08,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2016,10.97,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2017,11.05,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2019,7.86,
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2016,8.10,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2017,0.14,SOURCE: OECD data
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2019,0.83,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2014,0.05,SOURCE: OECD data
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2018,0.12,SOURCE: OECD data
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2015,0.57,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2020,78.28,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2017,96.96,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2019,0.84,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2018,97.19,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2019,8.12,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2015,76.47,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2020,0.98,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2014,76.34,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2013,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2016,7.98,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2021,79.17,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2021,10.27,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2014,7.64,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2016,76.59,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2019,77.92,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, private, international) as a percentage of GDP",2018,7.84,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2015,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2014,76.39,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2017,7.85,
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2020,78.54,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2015,11.09,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2021,0.94,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2013,7.44,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2016,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2013,96.81,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2013,0.26,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2018,0.74,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2018,77.69,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2017,96.77,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2015,0.55,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2014,0.00,SOURCE: OECD CRS data (0 is either 0 or not reported); UIS/UOE data and OECD CRS data Magnitude NIL
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2017,0.64,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2021,1.01,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2015,0.54,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2019,0.82,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2017,96.87,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2013,7.44,
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2015,96.67,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2015,7.52,SOURCE: UIS/UOE data
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2014,96.51,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2019,78.08,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2020,96.88,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2019,7.99,SOURCE: UIS estimate based on data available for each sub-indicator
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2013,11.05,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2015,96.58,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, female (%)",2018,0.77,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2019,0.12,SOURCE: OECD data
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, female (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2019,97.19,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,1.a,1.a.2,Expenditure on education as a percentage of total government expenditure (%),2020,10.12,SOURCE: IMF; indicator GEETO_G14_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of total expenditure; downloaded from https://data.imf.org on 9 August 2023
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, male (%)",2014,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2016,96.80,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2017,100.00,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2021,79.01,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, male (%)",2016,0.72,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2018,96.84,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2015,7.52,
Europe and Northern America,Norway,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2013,96.66,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Europe and Northern America,Norway,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2020,8.37,
Europe and Northern America,Norway,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2014,0.42,QUALIFIER: This data point is a NATIONAL ESTIMATE.
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2019,3.49,SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2014,55.87,
Central and Southern Asia,Nepal,Education 2030 FFA,Education 2030 FFA,Government expenditure on education as a percentage of GDP (%),2018,3.66,SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2023,3.60,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2021,1.35,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2020,65.33,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2017,59.20,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2023,58.29,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, both sexes (%)",2020,63.42,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2014,55.32,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2014,76.23,SOURCE: Nepal MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, both sexes (%)",2013,70.60,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.5,4.5.6,Initial private expenditure on education (household) as a percentage of GDP (%),2015,3.20,SOURCE: Household survey data
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2020,61.42,
Central and Southern Asia,Nepal,4.5,4.5.6,"Expenditure on education (public, households, ODA) as a percentage of GDP",2015,6.77,SOURCE: UIS estimate based on data available for each sub-indicator
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, male (%)",2020,80.10,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.5,4.5.6,International expenditure on education as a percentage of GDP (%),2014,0.73,SOURCE: OECD CRS data (0 is either 0 or not reported)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2020,63.42,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2013,69.70,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2022,47.23,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2019,82.91,SOURCE: Nepal MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, male (%)",2017,59.20,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2013,60.86,
Central and Southern Asia,Nepal,4.1,4.1.2,"Completion rate, primary education, female (%)",2015,73.90,SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2013,60.86,
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, female (%)",2021,51.73,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, early childhood education, both sexes (%)",2023,58.29,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, female (%)",2015,58.22,
Central and Southern Asia,Nepal,4.1,4.1.4,"Out-of-school rate for children of primary school age, both sexes (%)",2022,1.01,SOURCE:  Country submission ()
Central and Southern Asia,Nepal,4.5,4.5.6,Initial government expenditure on education as a percentage of GDP (%),2014,3.03,SOURCE: UIS/UOE data
Central and Southern Asia,Nepal,4.2,4.2.4,"Net enrolment rate, pre-primary, male (%)",2015,58.23,
